created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,hashtags,cleaned_text,cleaned_text_2,tokenized_text,stemmed_text,lemmatized_text
Fri Aug 29 10:53:18 +0000 2025,565,teman teman !upi ataupun mahasiswa universitas yang lain yg ikut demo di bandung staysafe yaa :( udah ada beberapa korban mahasiswa yg lain udah kena akibat oknum-oknum polisi semangat terus ya! perjuangkan suara masyarakat indonesia! https://t.co/ALeMKw0j60,13,7,116,[],teman teman upi ataupun mahasiswa universitas yang lain yg ikut demo di bandung staysafe yaa  udah ada beberapa korban mahasiswa yg lain udah kena akibat oknumoknum polisi semangat terus ya perjuangkan suara masyarakat indonesia,teman teman upi mahasiswa universitas demo bandung staysafe yaa korban mahasiswa kena akibat oknumoknum polisi semangat ya perjuangkan suara masyarakat indonesia,"['teman', 'teman', 'upi', 'mahasiswa', 'universitas', 'demo', 'bandung', 'staysafe', 'yaa', 'korban', 'mahasiswa', 'kena', 'akibat', 'oknumoknum', 'polisi', 'semangat', 'ya', 'perjuangkan', 'suara', 'masyarakat', 'indonesia']",teman teman upi mahasiswa universitas demo bandung staysafe yaa korban mahasiswa kena akibat oknumoknum polisi semangat ya juang suara masyarakat indonesia,teman teman upi mahasiswa universitas demo bandung staysafe yaa korban mahasiswa kena akibat oknumoknum polisi semangat ya perjuangkan suara masyarakat indonesia
Sat Aug 30 14:20:40 +0000 2025,217,Ribuan massa masih melanjutkan aksi unjuk rasa di dekat Gedung Mako Brimob Kwitang sejak pukul 12 siang hingga malam ini Sabtu (30/8/2025). Mereka menuntut keadilan atas tewasnya pengemudi ojek online Affan Kurniawan yang terlindas mobil rantis Brimob serta pembebasan dua https://t.co/toSNYjWyzT,1,3,84,[],ribuan massa masih melanjutkan aksi unjuk rasa di dekat gedung mako brimob kwitang sejak pukul  siang hingga malam ini sabtu  mereka menuntut keadilan atas tewasnya pengemudi ojek online affan kurniawan yang terlindas mobil rantis brimob serta pembebasan dua,ribuan massa melanjutkan aksi unjuk gedung mako brimob kwitang siang malam sabtu menuntut keadilan tewasnya pengemudi ojek online affan kurniawan terlindas mobil rantis brimob pembebasan,"['ribuan', 'massa', 'melanjutkan', 'aksi', 'unjuk', 'gedung', 'mako', 'brimob', 'kwitang', 'siang', 'malam', 'sabtu', 'menuntut', 'keadilan', 'tewasnya', 'pengemudi', 'ojek', 'online', 'affan', 'kurniawan', 'terlindas', 'mobil', 'rantis', 'brimob', 'pembebasan']",ribu massa lanjut aksi unjuk gedung mako brimob kwitang siang malam sabtu tuntut adil tewas kemudi ojek online affan kurniawan lindas mobil rantis brimob bebas,ribuan massa melanjutkan aksi unjuk gedung mako brimob kwitang siang malam sabtu menuntut keadilan tewasnya pengemudi ojek online affan kurniawan terlindas mobil rantis brimob pembebasan
Sat Aug 30 05:00:06 +0000 2025,10780,Gedung DPRD Kota Makassar terbakar dalam aksi unjuk rasa pada Jumat (29/08). Abay pegawai DPRD Kota Makassar menjadi salah satu dari tiga korban yang wafat. Abay merupakan fotografer DPRD. Almarhum Abay wafat karena terjebak dalam peristiwa tersebut. Dalam snapgram terakhirnya https://t.co/7oFa7TuR1O,88,195,1147,[],gedung dprd kota makassar terbakar dalam aksi unjuk rasa pada jumat  abay pegawai dprd kota makassar menjadi salah satu dari tiga korban yang wafat abay merupakan fotografer dprd almarhum abay wafat karena terjebak dalam peristiwa tersebut dalam snapgram terakhirnya,gedung dprd kota makassar terbakar aksi unjuk jumat abay pegawai dprd kota makassar salah korban wafat abay fotografer dprd almarhum abay wafat terjebak peristiwa snapgram terakhirnya,"['gedung', 'dprd', 'kota', 'makassar', 'terbakar', 'aksi', 'unjuk', 'jumat', 'abay', 'pegawai', 'dprd', 'kota', 'makassar', 'salah', 'korban', 'wafat', 'abay', 'fotografer', 'dprd', 'almarhum', 'abay', 'wafat', 'terjebak', 'peristiwa', 'snapgram', 'terakhirnya']",gedung dprd kota makassar bakar aksi unjuk jumat abay pegawai dprd kota makassar salah korban wafat abay fotografer dprd almarhum abay wafat jebak peristiwa snapgram akhir,gedung dprd kota makassar terbakar aksi unjuk jumat abay pegawai dprd kota makassar salah korban wafat abay fotografer dprd almarhum abay wafat terjebak peristiwa snapgram terakhirnya
Sun Aug 31 00:51:35 +0000 2025,1245,Gelombang kericuhan aksi unjuk rasa di Jakarta kian meluas. Pada Minggu 31 Agustus 2025 dini hari sekelompok massa dilaporkan menyerbu sebuah rumah yang diduga milik Menteri Keuangan Sri Mulyani di kawasan Bintaro Jakarta Selatan. Peristiwa tersebut terungkap dari unggahan https://t.co/ZJDr9bYlB7,23,55,392,[],gelombang kericuhan aksi unjuk rasa di jakarta kian meluas pada minggu  agustus  dini hari sekelompok massa dilaporkan menyerbu sebuah rumah yang diduga milik menteri keuangan sri mulyani di kawasan bintaro jakarta selatan peristiwa tersebut terungkap dari unggahan,gelombang kericuhan aksi unjuk jakarta kian meluas minggu agustus sekelompok massa dilaporkan menyerbu rumah diduga milik menteri keuangan sri mulyani kawasan bintaro jakarta selatan peristiwa terungkap unggahan,"['gelombang', 'kericuhan', 'aksi', 'unjuk', 'jakarta', 'kian', 'meluas', 'minggu', 'agustus', 'sekelompok', 'massa', 'dilaporkan', 'menyerbu', 'rumah', 'diduga', 'milik', 'menteri', 'keuangan', 'sri', 'mulyani', 'kawasan', 'bintaro', 'jakarta', 'selatan', 'peristiwa', 'terungkap', 'unggahan']",gelombang ricuh aksi unjuk jakarta kian luas minggu agustus kelompok massa lapor serbu rumah duga milik menteri uang sri mulyani kawasan bintaro jakarta selatan peristiwa ungkap unggah,gelombang kericuhan aksi unjuk jakarta kian meluas minggu agustus sekelompok massa dilaporkan menyerbu rumah diduga milik menteri keuangan sri mulyani kawasan bintaro jakarta selatan peristiwa terungkap unggahan
Sun Aug 31 05:06:32 +0000 2025,97,This is me too dulu. Mungkin semua orang juga pernah di fase ini. Tapi we have to changed. Dan semakin belajar semakin paham kalau 'Demo' atau 'Unjuk Rasa' memang layak untuk dilakukan sebagai bentuk kebebasan berekspresi.,1,0,17,[],this is me too dulu mungkin semua orang juga pernah di fase ini tapi we have to changed dan semakin belajar semakin paham kalau demo atau unjuk rasa memang layak untuk dilakukan sebagai bentuk kebebasan berekspresi,this is me too orang fase we have to changed belajar paham demo unjuk layak bentuk kebebasan berekspresi,"['this', 'is', 'me', 'too', 'orang', 'fase', 'we', 'have', 'to', 'changed', 'belajar', 'paham', 'demo', 'unjuk', 'layak', 'bentuk', 'kebebasan', 'berekspresi']",this is me too orang fase we have to changed ajar paham demo unjuk layak bentuk bebas ekspres,this is me too orang fase we have to changed belajar paham demo unjuk layak bentuk kebebasan berekspresi
Sat Aug 30 00:06:08 +0000 2025,1572,Konfirmasi dari Ejen Budi soal pemukulan mahasiswa oleh intelkam kroco masih gamang antara tugas atau desersi Himbauan saya masih sama ke Polri: bubarkan diri ketika ketemu massa aksi jaga rumah sakit saja https://t.co/FZGAo8cJsV,91,33,1126,[],konfirmasi dari ejen budi soal pemukulan mahasiswa oleh intelkam kroco masih gamang antara tugas atau desersi himbauan saya masih sama ke polri bubarkan diri ketika ketemu massa aksi jaga rumah sakit saja,konfirmasi ejen budi pemukulan mahasiswa intelkam kroco gamang tugas desersi himbauan polri bubarkan ketemu massa aksi jaga rumah sakit,"['konfirmasi', 'ejen', 'budi', 'pemukulan', 'mahasiswa', 'intelkam', 'kroco', 'gamang', 'tugas', 'desersi', 'himbauan', 'polri', 'bubarkan', 'ketemu', 'massa', 'aksi', 'jaga', 'rumah', 'sakit']",konfirmasi ejen budi pukul mahasiswa intelkam kroco gamang tugas desersi himbauan polri bubar ketemu massa aksi jaga rumah sakit,konfirmasi ejen budi pemukulan mahasiswa intelkam kroco gamang tugas desersi himbauan polri bubarkan ketemu massa aksi jaga rumah sakit
Sat Aug 30 07:17:11 +0000 2025,2025,Ini baru Beneran DEMO aksi damai mahasiswa UI dan BEM SI . Mereka tidak merusak fasilitas umum dan tidak melakukan penjarahan di kwitang atau di Polres . Ini bneran sebagai wakil suara rakyat yg menyampaikan aspirasi harusnya DPR menemui mahasiswa biar demo ini ada endingny https://t.co/ZSpFddhC5W,20,30,420,[],ini baru beneran demo aksi damai mahasiswa ui dan bem si  mereka tidak merusak fasilitas umum dan tidak melakukan penjarahan di kwitang atau di polres  ini bneran sebagai wakil suara rakyat yg menyampaikan aspirasi harusnya dpr menemui mahasiswa biar demo ini ada endingny,beneran demo aksi damai mahasiswa ui bem si merusak fasilitas penjarahan kwitang polres bneran wakil suara rakyat aspirasi dewan perwakilan rakyat menemui mahasiswa biar demo endingny,"['beneran', 'demo', 'aksi', 'damai', 'mahasiswa', 'ui', 'bem', 'si', 'merusak', 'fasilitas', 'penjarahan', 'kwitang', 'polres', 'bneran', 'wakil', 'suara', 'rakyat', 'aspirasi', 'dewan', 'perwakilan', 'rakyat', 'menemui', 'mahasiswa', 'biar', 'demo', 'endingny']",beneran demo aksi damai mahasiswa ui bem si rusak fasilitas jarah kwitang polres bneran wakil suara rakyat aspirasi dewan wakil rakyat temu mahasiswa biar demo endingny,beneran demo aksi damai mahasiswa ui bem si merusak fasilitas penjarahan kwitang polres bneran wakil suara rakyat aspirasi dewan perwakilan rakyat menemui mahasiswa biar demo endingny
Thu Aug 28 09:16:49 +0000 2025,529,Buruh Injak-injak Spanduk Bergambar Zulkifli Hasan dan Eko Patrio saat Demo di Depan Gedung DPR Sumber yt Tribunnews https://t.co/CFWnPigKRO,7,24,158,[],buruh injakinjak spanduk bergambar zulkifli hasan dan eko patrio saat demo di depan gedung dpr sumber yt tribunnews,buruh injakinjak spanduk bergambar zulkifli hasan eko patrio demo gedung dewan perwakilan rakyat sumber yt tribunnews,"['buruh', 'injakinjak', 'spanduk', 'bergambar', 'zulkifli', 'hasan', 'eko', 'patrio', 'demo', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'sumber', 'yt', 'tribunnews']",buruh injakinjak spanduk gambar zulkifli hasan eko patrio demo gedung dewan wakil rakyat sumber yt tribunnews,buruh injakinjak spanduk bergambar zulkifli hasan eko patrio demo gedung dewan perwakilan rakyat sumber yt tribunnews
Thu Aug 28 13:22:46 +0000 2025,953,Situasi terkini semakin ricuh dan memanas aksi demo di Gedung DPR #Mahasiswa #MahasiswaBergerak https://t.co/LJUMTO38zj,6,13,306,"['#Mahasiswa', '#MahasiswaBergerak']",situasi terkini semakin ricuh dan memanas aksi demo di gedung dpr,situasi terkini ricuh memanas aksi demo gedung dewan perwakilan rakyat,"['situasi', 'terkini', 'ricuh', 'memanas', 'aksi', 'demo', 'gedung', 'dewan', 'perwakilan', 'rakyat']",situasi kini ricuh panas aksi demo gedung dewan wakil rakyat,situasi terkini ricuh memanas aksi demo gedung dewan perwakilan rakyat
Sun Aug 31 04:49:55 +0000 2025,14,Kondisi Pos Polisi di Bundaran Patung Pemuda Jakarta yang terbakar pasca terjadinya aksi unjuk rasa Minggu (31/8) siang. Krs #BeritaElshinta #KitaJagaIndonesia #JagaIndonesia https://t.co/I9M7nrF9SV,0,0,5,"['#BeritaElshinta', '#KitaJagaIndonesia', '#JagaIndonesia']",kondisi pos polisi di bundaran patung pemuda jakarta yang terbakar pasca terjadinya aksi unjuk rasa minggu  siang krs,kondisi pos polisi bundaran patung pemuda jakarta terbakar pasca aksi unjuk minggu siang krs,"['kondisi', 'pos', 'polisi', 'bundaran', 'patung', 'pemuda', 'jakarta', 'terbakar', 'pasca', 'aksi', 'unjuk', 'minggu', 'siang', 'krs']",kondisi pos polisi bundar patung pemuda jakarta bakar pasca aksi unjuk minggu siang krs,kondisi po polisi bundaran patung pemuda jakarta terbakar pasca aksi unjuk minggu siang kr
Mon Aug 25 14:36:26 +0000 2025,1045,Hari ini ada aksi organik di Jakarta yang dimulai melalui platform X dan lain-lain. Tindakan yang menuntut dibubarkannya DPR atau Pemerintah Indonesia mendapat respon luar biasa khususnya dari masyarakat dan siswa SMA. Ini juga merupakan pukulan berat bagi semua mahasiswa yang https://t.co/XzCHij8Qe7,9,40,260,[],hari ini ada aksi organik di jakarta yang dimulai melalui platform x dan lainlain tindakan yang menuntut dibubarkannya dpr atau pemerintah indonesia mendapat respon luar biasa khususnya dari masyarakat dan siswa sma ini juga merupakan pukulan berat bagi semua mahasiswa yang,aksi organik jakarta platform x lainlain tindakan menuntut dibubarkannya dewan perwakilan rakyat pemerintah indonesia respon masyarakat siswa sma pukulan berat mahasiswa,"['aksi', 'organik', 'jakarta', 'platform', 'x', 'lainlain', 'tindakan', 'menuntut', 'dibubarkannya', 'dewan', 'perwakilan', 'rakyat', 'pemerintah', 'indonesia', 'respon', 'masyarakat', 'siswa', 'sma', 'pukulan', 'berat', 'mahasiswa']",aksi organik jakarta platform x lainlain tindak tuntut bubar dewan wakil rakyat perintah indonesia respon masyarakat siswa sma pukul berat mahasiswa,aksi organik jakarta platform x lainlain tindakan menuntut dibubarkannya dewan perwakilan rakyat pemerintah indonesia respon masyarakat siswa sma pukulan berat mahasiswa
Sat Aug 30 17:39:53 +0000 2025,6937,@ramusfractus tolong buat temen temen semuanyaa stay safe yaaa gue baru dapet info dari sepupu gue dia mahasiswi UI. ada polisi yg nyamar di sekitaran stasiun/transum yg geledahin tas orang orang buat cari tau mereka mahasiswa yg baru pulang demo atau bukan ada jg yg ngikutin sampe kosan... https://t.co/KjuW5cP0Cm,210,49,1880,[],tolong buat temen temen semuanyaa stay safe yaaa gue baru dapet info dari sepupu gue dia mahasiswi ui ada polisi yg nyamar di sekitaran stasiuntransum yg geledahin tas orang orang buat cari tau mereka mahasiswa yg baru pulang demo atau bukan ada jg yg ngikutin sampe kosan,tolong temen temen semuanyaa stay safe yaaa dapet info sepupu mahasiswi ui polisi nyamar sekitaran stasiuntransum geledahin tas orang orang cari mahasiswa pulang demo ngikutin sampe kosan,"['tolong', 'temen', 'temen', 'semuanyaa', 'stay', 'safe', 'yaaa', 'dapet', 'info', 'sepupu', 'mahasiswi', 'ui', 'polisi', 'nyamar', 'sekitaran', 'stasiuntransum', 'geledahin', 'tas', 'orang', 'orang', 'cari', 'mahasiswa', 'pulang', 'demo', 'ngikutin', 'sampe', 'kosan']",tolong temen temen semuanyaa stay safe yaaa dapet info sepupu mahasiswi ui polisi nyamar sekitar stasiuntransum geledahin tas orang orang cari mahasiswa pulang demo ngikutin sampe kosan,tolong temen temen semuanyaa stay safe yaaa dapet info sepupu mahasiswi ui polisi nyamar sekitaran stasiuntransum geledahin ta orang orang cari mahasiswa pulang demo ngikutin sampe kosan
Thu Aug 28 11:59:47 +0000 2025,392,DEMO 28/8/2025 RICUH... BENTROKAN PANAS DI ATAS REL MASSA VS POLISI DENGAN MOLOTOF DAN PETASAN...‼️ #RektorUGMPenjualIjazah #RektorUGMPenjualIjazah 🆘🆗 https://t.co/EeQvy4GWNs,3,16,171,"['#RektorUGMPenjualIjazah', '#RektorUGMPenjualIjazah']",demo  ricuh bentrokan panas di atas rel massa vs polisi dengan molotof dan petasan ,demo ricuh bentrokan panas rel massa vs polisi molotof petasan,"['demo', 'ricuh', 'bentrokan', 'panas', 'rel', 'massa', 'vs', 'polisi', 'molotof', 'petasan']",demo ricuh bentrok panas rel massa vs polisi molotof petas,demo ricuh bentrokan panas rel massa v polisi molotof petasan
Sat Aug 30 07:24:52 +0000 2025,17,Panglima Kostrad (Pangkostrad) Letnan Jenderal TNI Mohammad Fadjar MPICT. turun langsung meninjau aksi unjuk rasa yang masih berlangsung hingga hari ini Sabtu (30/8/2025) di depan Mako Brimob Kwitang Jakarta Pusat. https://t.co/V6fSH3L5Ij,0,7,5,[],panglima kostrad pangkostrad letnan jenderal tni mohammad fadjar mpict turun langsung meninjau aksi unjuk rasa yang masih berlangsung hingga hari ini sabtu  di depan mako brimob kwitang jakarta pusat,panglima kostrad pangkostrad letnan jenderal tni mohammad fadjar mpict turun langsung meninjau aksi unjuk sabtu mako brimob kwitang jakarta pusat,"['panglima', 'kostrad', 'pangkostrad', 'letnan', 'jenderal', 'tni', 'mohammad', 'fadjar', 'mpict', 'turun', 'langsung', 'meninjau', 'aksi', 'unjuk', 'sabtu', 'mako', 'brimob', 'kwitang', 'jakarta', 'pusat']",panglima kostrad pangkostrad letnan jenderal tni mohammad fadjar mpict turun langsung tinjau aksi unjuk sabtu mako brimob kwitang jakarta pusat,panglima kostrad pangkostrad letnan jenderal tni mohammad fadjar mpict turun langsung meninjau aksi unjuk sabtu mako brimob kwitang jakarta pusat
Sun Aug 31 02:39:43 +0000 2025,34,Tuh gw kaga bohong cuy mereka ingin teman2nya di bebaskan BEM SI juga pas demo di polda minta massa aksi unjuk rasa yg ditangkap dibebaskan. Bakal tambah memanas cuy klo gk dibebasin. https://t.co/D4MJfnobDa,0,2,1,[],tuh gw kaga bohong cuy mereka ingin temannya di bebaskan bem si juga pas demo di polda minta massa aksi unjuk rasa yg ditangkap dibebaskan bakal tambah memanas cuy klo gk dibebasin,tuh kaga bohong cuy temannya bebaskan bem si pas demo polda massa aksi unjuk ditangkap dibebaskan memanas cuy dibebasin,"['tuh', 'kaga', 'bohong', 'cuy', 'temannya', 'bebaskan', 'bem', 'si', 'pas', 'demo', 'polda', 'massa', 'aksi', 'unjuk', 'ditangkap', 'dibebaskan', 'memanas', 'cuy', 'dibebasin']",tuh kaga bohong cuy teman bebas bem si pas demo polda massa aksi unjuk tangkap bebas panas cuy dibebasin,tuh kaga bohong cuy temannya bebaskan bem si pa demo polda massa aksi unjuk ditangkap dibebaskan memanas cuy dibebasin
Sun Aug 31 06:32:09 +0000 2025,10,Sebanyak 138 demonstran ditangkap pihak Kepolisian Daerah Bali dalam aksi unjuk rasa di depan Kantor DPRD Bali Renon Denpasar. Kepala Bidang Hubungan Masyarakat Polda Bali Komisaris Besar Polisi Ariasandy di Denpasar Minggu mengatakan ratusan orang tersebut karena dianggap https://t.co/dySje9xF6I,0,1,8,[],sebanyak  demonstran ditangkap pihak kepolisian daerah bali dalam aksi unjuk rasa di depan kantor dprd bali renon denpasar kepala bidang hubungan masyarakat polda bali komisaris besar polisi ariasandy di denpasar minggu mengatakan ratusan orang tersebut karena dianggap,demonstran ditangkap kepolisian daerah bali aksi unjuk kantor dprd bali renon denpasar kepala bidang hubungan masyarakat polda bali komisaris polisi ariasandy denpasar minggu ratusan orang dianggap,"['demonstran', 'ditangkap', 'kepolisian', 'daerah', 'bali', 'aksi', 'unjuk', 'kantor', 'dprd', 'bali', 'renon', 'denpasar', 'kepala', 'bidang', 'hubungan', 'masyarakat', 'polda', 'bali', 'komisaris', 'polisi', 'ariasandy', 'denpasar', 'minggu', 'ratusan', 'orang', 'dianggap']",demonstran tangkap polisi daerah bal aksi unjuk kantor dprd bal renon denpasar kepala bidang hubung masyarakat polda bal komisaris polisi ariasandy denpasar minggu ratus orang anggap,demonstran ditangkap kepolisian daerah bali aksi unjuk kantor dprd bali renon denpasar kepala bidang hubungan masyarakat polda bali komisaris polisi ariasandy denpasar minggu ratusan orang dianggap
Fri Aug 29 02:12:18 +0000 2025,314,Selamat pagi dan selamat beraktivitas. untuk teman teman mahasiswa yang hari ini mau demo untuk menyuarakan aspirasi nya. semangat untuk perjuangan nya dan hati hati jaga diri kalian. MERDEKA.....!!!!!!,3,2,47,[],selamat pagi dan selamat beraktivitas untuk teman teman mahasiswa yang hari ini mau demo untuk menyuarakan aspirasi nya semangat untuk perjuangan nya dan hati hati jaga diri kalian merdeka,selamat pagi selamat beraktivitas teman teman mahasiswa demo menyuarakan aspirasi nya semangat perjuangan nya hati hati jaga merdeka,"['selamat', 'pagi', 'selamat', 'beraktivitas', 'teman', 'teman', 'mahasiswa', 'demo', 'menyuarakan', 'aspirasi', 'nya', 'semangat', 'perjuangan', 'nya', 'hati', 'hati', 'jaga', 'merdeka']",selamat pagi selamat aktivitas teman teman mahasiswa demo suara aspirasi nya semangat juang nya hati hati jaga merdeka,selamat pagi selamat beraktivitas teman teman mahasiswa demo menyuarakan aspirasi nya semangat perjuangan nya hati hati jaga merdeka
